92	20	2847																																									
						-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	189	-1	-1	-1	229	-1	-1	176	-1	159	-1	-1	-1	-1	-1	-1	-1	301	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	81	-1	-1	-1	-1	19	-1	-1	-1	-1	-1	-1	-1	12	-1	-1	-1	85	390	-1	-1	-1	-1	118	-1	-1	-1	-1	-1	135	-1	-1	-1	-1	-1	-1	-1	183	-1	358	2	-1	-1	-1	-1	-1	-1	885	
						-1	12	31	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	123	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25	-1	625	-1	-1	-1	-1	-1	-1	-1	26	17	15	60	-1	22	-1	-1	173	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	567	-1	-1	-1	-1	-1	-1	-1	1218	
						-1	-1	-1	-1	-1	-1	-1	-1	331	-1	-1	-1	39	-1	-1	-1	219	-1	-1	-1	-1	-1	-1	72	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	29	-1	-1	-1	356	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	35	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	305	65	-1	-1	-1	-1	-1	-1	-1	910	-1	192	22	-1	-1	-1	65	-1	-1	2381	-1	-1	-1	-1	2542	
						-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	366	-1	-1	-1	-1	-1	-1	1	-1	11	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	46	-1	-1	121	-1	-1	13	-1	-1	-1	-1	-1	10	20	-1	-1	-1	-1	-1	-1	123	-1	-1	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	52	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	35	50	-1	441	-1	
						-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	242	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	34	-1	-1	-1	-1	-1	201	-1	-1	48	-1	-1	-1	-1	25	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	30	-1	-1	426	98	-1	-1	-1	-1	66	-1	-1	-1	-1	-1	-1	92	10	-1	228	2288	-1	
						-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	33	-1	-1	-1	79	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	188	-1	-1	-1	-1	-1	-1	-1	31	-1	-1	73	-1	-1	-1	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	94	17	-1	-1	-1	20	-1	820	-1	-1	15	-1	-1	-1	-1	-1	-1	6	-1	-1	-1	-1	-1	-1	-1	349	-1	
						-1	-1	-1	-1	-1	-1	-1	215	-1	-1	-1	112	-1	229	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80	-1	-1	-1	-1	531	-1	-1	-1	-1	-1	-1	31	-1	-1	-1	-1	-1	-1	184	-1	-1	-1	-1	-1	-1	35	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	368	-1	-1	278	63	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	277	2222	
						181	-1	-1	305	-1	734	359	-1	947	209	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	70	475	-1	-1	-1	325	-1	-1	-1	-1	-1	-1	-1	730	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	362	-1	-1	-1	424	-1	-1	160	-1	-1	-1	-1	-1	-1	-1	-1	967	-1	-1	-1	-1	-1	-1	-1	-1	-1	400	859	
						-1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	54	-1	-1	-1	-1	-1	-1	766	-1	-1	-1	-1	-1	-1	-1	-1	-1	26	-1	-1	-1	-1	-1	413	-1	-1	257	-1	-1	-1	18	-1	466	-1	-1	-1	-1	-1	97	-1	-1	948	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2759	-1	-1	-1	25	546	-1	-1	-1	-1	-1	-1	-1	42	-1	-1	-1	-1	1022	2837	
						-1	-1	45	-1	58	-1	-1	114	-1	-1	-1	658	-1	-1	-1	-1	-1	-1	-1	-1	107	-1	-1	-1	-1	-1	-1	36	-1	160	-1	-1	-1	97	-1	-1	-1	-1	-1	-1	-1	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2238	-1	-1	-1	-1	-1	70	-1	-1	-1	-1	-1	593	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	166	720	249	-1	224	-1	-1	-1	-1	166	677	1447	
						409	-1	-1	-1	-1	368	-1	-1	-1	305	-1	-1	-1	-1	-1	481	-1	23	22	-1	-1	-1	-1	-1	-1	-1	-1	-1	510	-1	-1	-1	-1	-1	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	26	-1	-1	-1	-1	-1	-1	107	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	347	-1	-1	-1	178	-1	-1	-1	-1	43	-1	251	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2789	128	
						-1	-1	-1	399	-1	-1	94	-1	-1	-1	6	-1	-1	55	-1	-1	-1	-1	-1	546	-1	-1	-1	-1	-1	58	15	-1	-1	-1	-1	-1	-1	-1	208	464	-1	-1	-1	-1	1406	25	-1	-1	-1	-1	-1	-1	-1	412	-1	-1	-1	-1	-1	-1	366	-1	-1	887	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1073	-1	-1	-1	-1	-1	-1	-1	185	-1	-1	-1	-1	-1	-1	-1	-1	2282	1266	
						-1	-1	-1	-1	-1	-1	-1	232	-1	161	-1	-1	-1	-1	69	-1	-1	-1	-1	-1	154	-1	-1	-1	-1	-1	37	-1	-1	-1	-1	-1	336	-1	-1	-1	16	-1	-1	47	-1	-1	-1	-1	35	-1	-1	-1	435	-1	-1	-1	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	543	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	68	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	256	-1	1890	663	
